sha,title,reason,type,confidence,repo_id,repo_name,full_name
d34c7406a33917e32d68c18c9777552e4bfdafd6,Fix Topic Extraction Issues,"The commit addresses an issue with JSON serialization causing infinite recursion, which is typically a maintainability problem as it involves fragile code that can break easily and needs to be fixed to ensure stable operation.",maintainability,8,975713298.0,sakhamuri9/SELF-STUDY-BACKEND,sakhamuri9/SELF-STUDY-BACKEND
f3c9ebcbd4524572b721248d600dff79f748295d,Implement remaining components: screen sharing and cryptocurrency payment system,"The commit involves refactoring operations such as adding parameters, encapsulating attributes, extracting methods, and renaming variables, which are typically aimed at improving the maintainability of the codebase by making it more modular, understandable, and easier to modify in the future.",maintainability,8,938173708.0,freedomcorp24/GhostProtocol,freedomcorp24/GhostProtocol
08f6576d5f7004adb1c9637e7c584b62f1b084fa,Implement Cohere NLP Engine Integration,"The commit focuses on fixing imports and updating code to use the correct SDK classes, which suggests addressing dependency issues related to the Cohere API client integration.",dependency,8,954676782.0,goldmansachsinnovationcenter/ai-project-assistant,goldmansachsinnovationcenter/ai-project-assistant
c1515f5549eb0534ac44c9cd217c632cb2e346ee,Comprehensive test coverage improvements - 63.52% to 75% (+11.48%),"The commit focuses on fixing compilation errors in tests by removing dependencies and improving test coverage, indicating the primary motivation is to improve testability by making the code easier to test without errors.",testability,8,832571831.0,lsportsltd/trade360-java-sdk,lsportsltd/trade360-java-sdk
714da458c10a9b6e01fc699b089cfa268c6a4775,Fix Save API Issue and Implement Sorting Functionality for Inventory Grid,"The commit primarily addresses fixing an API issue and adding sorting functionality, which involves improving the maintainability of the code by refactoring methods and adding parameters to support new features. The changes enhance the code structure and functionality, making it easier to maintain and extend in the future.",maintainability,8,1004859803.0,ccoders01/devin-iris-rahul2,ccoders01/devin-iris-rahul2
87f7533712d8d32b2cb99ac2186eb80f4630f6aa,Modernize Java SDK to Java 23 with Gradle support,"The commit involves refactoring to modernize the codebase by updating to a newer Java version and library, which typically improves maintainability by making the codebase more robust and easier to evolve.",maintainability,8,39876925.0,corezoid/sdk-java,corezoid/sdk-java
364b0e7cebc9455ac503697287984603af168e31,Replace OpenAI with Hugging Face for free LLM integration,"The commit replaces a dependency on OpenAI with Hugging Face to enable free LLM integration, indicating a change in external dependencies rather than improving readability, performance, or other code qualities. The refactoring operations support adapting to a new dependency, so the primary motivation is to address dependency issues.",dependency,9,943099440.0,codingSally/devinPractice,codingSally/devinPractice
792f2df5322538003f23335d3858b8cfa75f675f,Complete Pharmacy Payment Acceptance Functionality - Closes #14095,"The commit replaces manual payment creation code with a centralized PaymentService that handles persistence, drawer updates, and cashbook entries, improving the maintainability of the code by reducing complexity and potential errors in manual handling.",maintainability,9,21764480.0,hmislk/hmis,hmislk/hmis
620f42280dcd61a56be4eea1cde388fb3c210bb1,Fix DTO boolean handling for database numeric types #13419,"The commit involves refactoring operations such as changing variable types and extracting methods, which typically aim to improve the structure and robustness of the code, enhancing its maintainability rather than addressing readability, duplication, or performance directly.",maintainability,8,21764480.0,hmislk/hmis,hmislk/hmis
56e932cc65612cd305228deb935230f7bcab2c53,Improve NDI frame transfer,"The commit focuses on optimizing frame creation, which suggests an improvement in the speed or efficiency of the process, indicating a performance enhancement.",performance,8,877467554.0,vicvalentim/ziviDomeLive,vicvalentim/ziviDomeLive
854eac0848cc953f4fb085eacefdee0f14ad85e2,Refactor wholesale rate calculation,"The commit centralizes the wholesale rate calculation by extracting methods and renaming variables, which improves the structure and clarity of the code, making it easier to maintain and less fragile.",maintainability,8,21764480.0,hmislk/hmis,hmislk/hmis
fbba9fc54ac0d2698a941bad326ddef7683790c7,Refactor authentication to use service layer,"The commit refactors the authentication implementation to use a service layer, which typically improves the maintainability of the code by organizing responsibilities better and making the codebase less fragile.",maintainability,8,1002896084.0,licontera345/RentExpresGUI,licontera345/RentExpresGUI
e9dca0b3ce5d37ff1f45b06ac3ee2f380d6c2e47,essaie,"The commit involves refactoring by changing attribute types, return types, and renaming methods, which typically aims to improve code structure and ease future modifications, indicating a focus on maintainability.",maintainability,8,977974402.0,Zekimertincc/SAE-DOO,Zekimertincc/SAE-DOO
35723346a40d196b75c01120385165453f260c97,Implement credentials persistence service,"The commit introduces a new service for credentials persistence and refactors the controller, which likely improves the structure and modularity of the code, enhancing maintainability by organizing responsibilities better and making the codebase less fragile.",maintainability,7,1004966074.0,rafacamppos/mercadotech-auth-server,rafacamppos/mercadotech-auth-server
0669021932dfe999ad99afb66e4bf2010f57bf58,Implement Tesseract OCR,"The commit introduces Tesseract OCR support, which likely involves integrating a new library or module, indicating a change related to dependencies. The refactoring operations such as Extract Method and Extract Variable suggest code restructuring to accommodate this integration, but the primary motivation appears to be managing or adding dependencies.",dependency,7,1022799412.0,ryhofix/DialiTrack,ryhofix/DialiTrack
2e37f9cb6c62b7efabc731808c0cfee5b90ad8bb,Extract shared core module,"The commit extracts a shared core module and performs refactoring such as moving classes and source folders, which indicates an effort to improve code reuse by centralizing common functionality.",reuse,8,1007977987.0,Braindeiko01/Arena-Real,Braindeiko01/Arena-Real
c03e6825b358a7ce2361d952e2beffb093216f7d,Fix token validation for SSE endpoints,"The commit focuses on fixing token validation by renaming methods and adding parameters, which likely improves the maintainability of the code by making the validation logic clearer and more robust.",maintainability,7,1007977987.0,Braindeiko01/Arena-Real,Braindeiko01/Arena-Real
46924079df76bb7269bd0aaa887e5ec1e7e20cb4,Fix overlapping reservations and capacity checks,"The commit focuses on fixing logical issues related to overlapping reservations and capacity checks, which likely improves the maintainability of the code by clarifying and correcting fragile or error-prone logic. The performed refactorings such as extracting variables and renaming attributes and variables support better maintainability by making the code clearer and less error-prone.",maintainability,8,999651778.0,xshift007/karting_final,xshift007/karting_final
0b7540a1dd2ce48be55002e4dbf10bd986c4c011,Fix generics for arrayToCollection,"The commit focuses on adding generics to the method arrayToCollection, which improves type safety and clarity, making the code easier to understand and maintain. This primarily addresses readability by clarifying the code's intent and usage through generics.",readability,8,12670630.0,jdereg/java-util,jdereg/java-util
f0f5e507f140b18b33d1834f8459fff468f62d8e,Improve subscription billing utilities,"The commit involves refactoring billing helper and subscription dialog by changing attribute types, renaming attributes, and replacing attributes with variables, which primarily improves the maintainability of the code by making it less fragile and easier to modify in the future.",maintainability,8,847259193.0,hemati/quran_android,hemati/quran_android
d3ed7626c4f98ba9b3929d47b6c150cb9e1a7878,Add selection and filename option for Word export,"The commit focuses on extracting variables multiple times, which is a common refactoring technique to improve the clarity and understandability of code by breaking down complex expressions into simpler parts. This directly addresses readability issues.",readability,8,998083495.0,koldrak/libreta,koldrak/libreta
7ea4cbb86c78131e888e0b533b5a21497b19a5df,Add router log adapter and move domain packages,"The commit involves moving domain model packages and adding a router log adapter, which suggests restructuring code to improve organization and maintainability rather than addressing performance, duplication, or other issues. Moving classes typically aims to improve maintainability by better modularizing the codebase.",maintainability,8,1009898963.0,amolchavan777/AppDependencyModelerMaven_FULL,amolchavan777/AppDependencyModelerMaven_FULL
d30df4cacbe4047251f7d3ed4c74a5086f475af3,Implement Newton solver for flow,"The commit involves inlining variables and renaming variables, which are typical refactoring steps aimed at improving code clarity and understandability, indicating a focus on improving readability.",readability,8,987029204.0,Adam-LucidAI/FMCv2,Adam-LucidAI/FMCv2
1183db793e971786d89d4592618cdca6851dd3f9,Remove redundant Lombok annotations,"The commit removes redundant Lombok annotations, which simplifies the code and improves its clarity and understandability, addressing issues related to readability.",readability,8,1014233035.0,Krishna-bellamkonda/persona,Krishna-bellamkonda/persona
2f54278e1644abe53564d1da6323cf1fa2a40c38,Introduce modular WeatherService implementation,"The commit involves renaming a module and fixing dependencies, which indicates addressing unwanted dependencies between modules to improve modularity and reduce coupling.",dependency,8,985929384.0,mcyster/mcp,mcyster/mcp
d525b2c8c49d65e8444f4b321a4842c10c158d50,Implement dynamic task scheduling,"The commit involves refactoring operations such as extracting and moving methods, extracting classes, and renaming attributes, which are typical activities aimed at improving the maintainability of the codebase by making it less fragile and easier to modify in the future.",maintainability,8,815677107.0,ddumaa/tracking_system,ddumaa/tracking_system
1a216e2cb9dbdf4b08ca1ac12bf3c09614ebd5b3,Externalize secrets,"The commit focuses on externalizing sensitive configuration, which typically improves maintainability by separating concerns and making the codebase easier to manage and update without embedding secrets directly in the code.",maintainability,8,826938444.0,SumanBandopadhyay/rider-guru,SumanBandopadhyay/rider-guru
8a73167699a0d07ecdecf8842716d142f45ff062,[BOT] refactor(rename): RSApplet cleanups,"The commit focuses on renaming members of RSApplet, which primarily improves code clarity and understanding, thus enhancing readability.",readability,8,1009802329.0,Ddemon26/2006Scape,Ddemon26/2006Scape
c9110e9d997122b91f327f1a1ce1b774c30b90d4,Improve username aliasing system,"The commit focuses on renaming variables to improve the aliasing system's stability, which likely enhances code clarity and understanding, thus improving readability.",readability,7,1006810411.0,jaidencode/vision_hc,jaidencode/vision_hc
27e348d57b255c683a6d2a751e2b7d4be0e5e6a6,Implement JWT login token,"The commit focuses on adding JWT authentication, which involves modifying parameters and renaming attributes to support the new feature. These changes likely improve the maintainability of the authentication code by making it clearer and more adaptable to future changes.",maintainability,7,909675637.0,TOlchawa/yapp,TOlchawa/yapp
62664c2572da1dfa7ba06f5cda30bcc30548da32,Improve Telegram template update algorithm,"The commit involves refactoring operations such as extracting and renaming variables to improve the update algorithm, which primarily enhances the clarity and understandability of the code, indicating a focus on improving readability.",readability,8,815677107.0,ddumaa/tracking_system,ddumaa/tracking_system
bf76b2334808e90c9d6016ec149d2fb510f50520,Implement new dinosaur abilities,"The commit involves refactoring operations such as adding parameters, extracting variables, and splitting conditionals, which are typically aimed at improving the structure and clarity of the code to make it easier to maintain and extend. These changes suggest an effort to enhance maintainability rather than addressing performance, duplication, or other issues.",maintainability,8,1017861753.0,lauri0/mesozoic-arena,lauri0/mesozoic-arena
0c20b1e02afabfabf48d74c7547f3bdc6033eb24,Refactor KNNMethodContext with Lombok,"The commit refactors the KNNMethodContext class by adding Lombok annotations, which typically improve code maintainability by reducing boilerplate and making the codebase easier to manage and evolve. The addition of tests for the Lombok builder also supports maintainability by ensuring correctness after refactoring.",maintainability,8,362276910.0,jmazanec15/k-NN-1,jmazanec15/k-NN-1
a390b853c054b0efbb1483ade6984ac864dc18a1,Resolve warnings in ArquivadasView,"The commit focuses on resolving IDE warnings by refactoring code through method extraction, variable extraction, and renaming variables, which primarily improves code clarity and understandability, thus enhancing readability.",readability,8,998101512.0,JP-Estudante/Garudo-Pago,JP-Estudante/Garudo-Pago
4ac812978ed6ef04c55946e72ac58ed486925b7b,Refactor async task processing ,"The commit involves refactoring by extracting methods and localizing parameters, which typically aims to improve the structure and maintainability of the code rather than addressing performance, duplication, or other issues. Moving walker initialization and replacing pipeline with loop suggests improving code clarity and maintainability.",maintainability,8,785310725.0,Walrus94/DungeonPrototype,Walrus94/DungeonPrototype
c93cf66819d92aad767bd38bb4afdeabe6f07134,Improve config scan storing,"The commit focuses on improving how configuration values are stored and uses relative paths, which likely enhances the maintainability of the code by making it easier to manage and less fragile. The refactoring operations such as renaming variables and extracting variables support better maintainability rather than addressing performance, duplication, or other issues.",maintainability,8,997943827.0,IllusionCIS7/OpenCore,IllusionCIS7/OpenCore
e669d81fd19290de3b9b7519904cdc7de503dbed,Make captured variables effectively final & enable export buttons,"The commit focuses on making captured variables effectively final and updating variable modifiers, which improves code clarity and understanding, thus enhancing readability. There is no indication of addressing duplication, reuse, or performance issues.",readability,8,985779230.0,Adam-LucidAI/FlowModifierCalculator,Adam-LucidAI/FlowModifierCalculator
9aae4a908a63b269ba438523ae9153d6ecd52c72,Fix relations and seed data,"The commit involves fixing relations and adjusting seed data, which suggests improving the structure and correctness of the codebase to enhance maintainability. The addition of attribute annotations and changing attribute types typically aim to make the codebase more robust and easier to maintain rather than focusing on readability, duplication, or performance specifically.",maintainability,7,1016375211.0,elianAVG00/gestion-eventos-unla,elianAVG00/gestion-eventos-unla
d427a8f62f5af2035a1cee0499935c4208bc6340,Fix detached entity issue,"The commit removes cascade persist from many-to-one mappings to fix a detached entity issue, which is related to managing dependencies between entities and avoiding unwanted side effects from cascading operations. This indicates addressing unwanted dependencies between modules or components.",dependency,8,1010682639.0,paulofor/marketing-hub,paulofor/marketing-hub
89ba10d8b2a5240fac8ba7678947e861f09836a5,Track per-game XP,"The commit involves extracting variables, modifying method annotations, and renaming attributes, which are typical refactoring steps aimed at improving the structure and clarity of the code, thereby enhancing maintainability.",maintainability,8,994108101.0,harish-kunta/Cognify,harish-kunta/Cognify
6dd8d096b45f56110187c8b012a7d19ceeb82588,Add OAuth client split helper,"The commit introduces a helper method to split OAuth client logic, which improves the structure and modularity of the code, making it easier to maintain and less fragile. The use of extract method and variable refactorings supports improving maintainability rather than addressing readability, duplication, or other issues.",maintainability,8,1012090915.0,Donj63000/Codypro,Donj63000/Codypro
0cf7ef110b06e190cc28a91c9719dff2fbe86da2,Add mobs with simple AI and animations,"The commit introduces new classes and methods to add simple AI and animations, which suggests restructuring code to improve its organization and maintainability rather than addressing performance, duplication, or other issues.",maintainability,8,856962840.0,rhum0ne/Worldcraft,rhum0ne/Worldcraft
4cf1f2b956581dbc020f7ede55f082dab1fa2883,Fix entity UUID generation,"The commit focuses on fixing UUID generation and enabling Kafka, which suggests improving the correctness and possibly the robustness of the code. The modifications to annotations likely improve maintainability by clarifying or correcting metadata, which helps prevent fragile or error-prone code. There is no direct indication of performance optimization, duplication removal, or testability improvements.",maintainability,7,1028176512.0,AIBabyTeaching/BankingSystem,AIBabyTeaching/BankingSystem
685b4b80d61e7163f606fce26c075196da5ca3b7,Add Redis caching to catalog service,"The commit introduces Redis caching to improve the catalog service, which primarily targets enhancing the performance by reducing data retrieval times. The refactoring operations like adding annotations and extracting methods support this integration but the main motivation is performance optimization.",performance,8,984429242.0,ograciano/delivery,ograciano/delivery
4a657c754564984ffab73be78357486f13f92962,Fix backtest parameters and add access token validation,"The commit focuses on adding validation for access tokens and supporting new parameters for start and end times, which improves the robustness and maintainability of the code by making it less fragile and easier to manage.",maintainability,7,996931201.0,testingitman/backtester,testingitman/backtester
4fe40d6cd4fc3f80c2aacf59c7f4c98ea2599a76,Improve controlled mob behaviour,"The commit involves refactoring operations such as extracting methods and parameterizing variables to improve the behavior of controlled mobs, which suggests improving the structure and robustness of the code rather than addressing performance, duplication, or dependencies. These changes typically enhance maintainability by making the code easier to modify and less fragile.",maintainability,8,1026298895.0,DeveloperNoShinigami/mobs_can_be_recruits_too,DeveloperNoShinigami/mobs_can_be_recruits_too
2a97d8ed4a07296ffbdc252fd4bda4e0ccc7415c,Bind Icecat configuration properties,"The commit involves adding class annotations and parameters to bind configuration properties, which typically improves the maintainability of the code by making configuration management clearer and more structured.",maintainability,7,431918505.0,open4good/open4goods,open4good/open4goods
bdd93b25b856ed5c2551b453ef29b870e745885a,Fix RAM leak in HUD by caching textures,"The commit addresses a RAM leak by caching textures, which is a performance optimization to reduce memory usage and improve efficiency.",performance,8,778808748.0,swannwlme/SAE-Rogue-Like,swannwlme/SAE-Rogue-Like
7c86f173fa6aa751f3f8f6f0fbf2df104ad8bbf7,Refactor chunk rendering order,"The commit involves refactoring by extracting methods multiple times, which typically aims to improve the structure and organization of the code to make it easier to maintain and less fragile. There is no indication of addressing performance, duplication, or other issues explicitly, so maintainability is the most fitting category.",maintainability,8,856962840.0,rhum0ne/Worldcraft,rhum0ne/Worldcraft
63241ebc5324110ccaf7f1c4ebb6ae711bf58c5d,Add PomProperties class Javadoc,"The commit adds class-level Javadoc and null contract annotations, which primarily improve the understandability and clarity of the code, addressing readability issues.",readability,8,31261793.0,OpenHFT/Chronicle-Core,OpenHFT/Chronicle-Core
f305e94c749047d6a22bd61362f9bda504a1ef01,12875-incorrect-grn-billitem-quantity-ampp,"The commit focuses on extracting variables multiple times, which is a common refactoring technique to improve code clarity and make the code easier to understand. This suggests the primary motivation is to enhance readability rather than addressing performance, duplication, or other issues.",readability,8,21764480.0,hmislk/hmis,hmislk/hmis
ffac3a232d38dc879e82e51f74d873f02cea7947,Centralize frequent strings,"The commit centralizes frequent strings by using constants, which improves code maintainability by reducing hard-coded literals and making updates easier. This primarily addresses maintainability concerns rather than readability or duplication directly.",maintainability,8,994108101.0,harish-kunta/Cognify,harish-kunta/Cognify
143d2abdf1f2ce28f29a3137c2500e583446b5cd,Load timezone polygons from external resource,"The commit involves moving a class and changing access modifiers, which typically aims to improve the structure and organization of the code to make it easier to maintain and less fragile.",maintainability,8,840110187.0,end2endlogic-com/quantum-framework,end2endlogic-com/quantum-framework
1b91f6ae5f78d9991f20dbcd2db3d152b3161b4b,启用 WordService 测试用例,"The commit enables test cases related to WordService by adding annotations, which likely improves the ability to test the code without changing its functionality. This aligns with improving testability.",testability,8,968744344.0,TaylorChyi/glancy-backend,TaylorChyi/glancy-backend
50795fd1d73498123123ca32d26d9491e760aedf,Fix GroupJoinRequest createdAt query issue,"The commit involves refactoring operations such as extracting and parameterizing variables and removing parameters, which typically improve the structure and robustness of the code, enhancing its maintainability. The fix to the query issue and proper authentication handling also suggest improving the code's reliability and ease of future modifications.",maintainability,8,993076597.0,2-z-won/Tudy,2-z-won/Tudy
16d0aadc2df95e2b9d85cba5033c9b5dcf27c3e9,Fix hierarchical merge logic,"The commit fixes the merge logic by considering the join key, which likely addresses fragile or incorrect code behavior, improving the maintainability of the code. The refactoring operations such as changing variable types and renaming variables support this by clarifying and correcting the logic, enhancing maintainability rather than focusing on readability, duplication, or other categories.",maintainability,8,990406268.0,terry960302/nl2sql-excel-exporter,terry960302/nl2sql-excel-exporter
6829547d3a3a0a47c60ac6de3409a6079dfcc56a,Fix profile save race,"The commit addresses a race condition related to profile saving by copying slot NBT data when loading, which likely improves the maintainability and robustness of the code. The use of extract variable refactoring suggests an effort to clarify and stabilize the code to prevent fragile behavior.",maintainability,8,148662569.0,KAMKEEL/CustomNPC-Plus,KAMKEEL/CustomNPC-Plus
9dbe5f662e079871c07c588f6b9351b646833532,Codex/limit file upload buffer to 1mb werkend,"The commit focuses on limiting the file upload buffer size and refactoring the code by extracting methods and renaming variables, which suggests improving the structure and maintainability of the code rather than addressing performance or other issues.",maintainability,7,960052786.0,ChrisvDalen/LockerCloud,ChrisvDalen/LockerCloud
6ba55db2044167801307258b5ffb0809c833f27b,Filter payslips by admin company,"The commit focuses on restricting payslip data by adding parameters, which likely improves the maintainability of the code by making it more modular and easier to manage access control. This does not directly address readability, duplication, reuse, testability, performance, dependency, or legacy code modernization.",maintainability,7,921245050.0,TheChristopher21/Chrono,TheChristopher21/Chrono
72fe3ac7060850cf59331cfef1b4bbb4f07e7ad1,Fix usuario view reload,"The commit involves refactoring operations such as adding and removing attribute modifiers and encapsulating attributes, which typically aim to improve the structure and robustness of the code, enhancing its maintainability rather than addressing performance, duplication, or other issues.",maintainability,8,1002896084.0,licontera345/RentExpresGUI,licontera345/RentExpresGUI
dd03645886eeb77880af6078d060a2d2f0fe4fa4,docs: revert tenantId details to strings,"The commit changes parameter types back to strings and extracts variables, which primarily improves code clarity and understandability rather than addressing duplication, performance, or other issues.",readability,8,958378478.0,benhook1013/FireMUD,benhook1013/FireMUD
385d2a192f030b38874527da9a86d3073860da4f,Replace CRL generator with Lombok builder,"The commit replaces an old CRL generator with a Lombok builder, which likely improves the maintainability of the code by using a more modern and robust builder pattern, reducing fragile or hard-to-maintain code.",maintainability,8,722181227.0,morihofi/certgine,morihofi/certgine
f2d933fc00211168f8af51f3e97ed35c604c98e3,13082-refactor-duplicate-query-logic-in-auditeventcontroller-config-option-methods,"The commit focuses on refactoring duplicate query logic in audit event controller methods, indicating the primary motivation is to remove duplicated code and unify it for better code quality.",duplication,9,21764480.0,hmislk/hmis,hmislk/hmis
850d0f3983068515fd6b8feed950166f30151fed,Delay bet until match accepted,"The commit delays bet creation until match acceptance by moving attributes and methods and changing parameter types, which suggests restructuring code to improve its maintainability and reduce fragility.",maintainability,8,1007977987.0,Braindeiko01/Arena-Real,Braindeiko01/Arena-Real
f58054c6bcd244006283bb6357611c1766d1233a,Working CSV export + SVG blueprint / CAD output,"The commit focuses on adding export utilities and involves refactoring operations such as extracting and moving methods and changing variable types, which typically improve the structure and organization of code to make it easier to maintain. There is no direct indication of improving readability, removing duplication, or addressing performance or dependencies. The refactoring suggests an emphasis on maintainability.",maintainability,8,985779230.0,Adam-LucidAI/FlowModifierCalculator,Adam-LucidAI/FlowModifierCalculator
6cc187887fdc15f61ce03ce57be09723cdb9f69d,Implement VL scaling for simulation,"The commit involves changing attribute and variable types, extracting a method, and renaming variables, which are typical refactorings aimed at improving the structure and clarity of the code, thereby enhancing maintainability.",maintainability,8,927781341.0,GigaZelensky/LightningGrimBetter,GigaZelensky/LightningGrimBetter
971440a87c0a05aef7472962e2082306795d863b,Fix latest event stats query,"The commit fixes issues in a query by modifying method annotations, adding parameters, and renaming methods, which suggests improving the maintainability and correctness of the code rather than addressing readability, duplication, or performance specifically.",maintainability,7,931533211.0,woodentouch/woodentouch,woodentouch/woodentouch
351d9297e78e76a2de7785e6a1730bce3ccd9a56,Remove hardcoded private key,Removing a hardcoded private key and documenting configuration improves the maintainability of the code by making it more secure and easier to manage configuration changes without modifying the code directly.,maintainability,8,988722012.0,enverkorkmaz/BlockBank-JAVA-SOLIDITY-WEB3J,enverkorkmaz/BlockBank-JAVA-SOLIDITY-WEB3J
958db2c30c91f74cba9a8c8e40160f3d6c99e32f,Refactor requireSize overloads,"The commit focuses on refactoring method overloads by changing parameters and updating usages, which typically aims to improve code maintainability by making the codebase easier to manage and less fragile.",maintainability,8,1025848178.0,Leznerr/mco2,Leznerr/mco2
9b1bcfad049275541952af3b6e143a5b50de006f,Make engine stand‑alone and add tutorial,"The commit focuses on decoupling the engine from the example game, which reduces unwanted dependencies between modules, making the engine stand-alone. This primarily addresses dependency issues.",dependency,8,544397595.0,nurkert/java-gamengine,nurkert/java-gamengine
4d50b8331ac7e01c569f3ff561103f651ee0b5ad,Enable ChatGPT web search,"The commit involves renaming variables and adding a parameter to enable a new feature (ChatGPT web search), which likely improves code clarity and adaptability, enhancing readability and maintainability. However, since the changes are primarily about renaming and adding parameters without explicit mention of testing or performance, the primary motivation aligns best with improving maintainability.",maintainability,7,1010682639.0,paulofor/marketing-hub,paulofor/marketing-hub
5aa19b51643f245bc8e971d12ee3e7540569d104,Refactor Game responsibilities,"The commit involves moving classes to reorganize responsibilities, which typically aims to improve the maintainability of the code by clarifying structure and reducing fragility.",maintainability,8,464393278.0,AsyncTI4/TI4_map_generator_bot,AsyncTI4/TI4_map_generator_bot
15a9f3d47ae3bc9ec7be19cbceff8f1b4981364d,Codex/long2,"The commit involves changing variable types multiple times, which is typically done to improve the structure and robustness of the code, thereby enhancing its maintainability. There is no indication of addressing readability, duplication, reuse, or other categories explicitly.",maintainability,7,1011652353.0,duclongg9/Codefest_team8_hehehe,duclongg9/Codefest_team8_hehehe
8c7ee21f88e6b0ede356a45ae0f15124d8ffca80,Refactor home controller to use unified track processing,"The commit focuses on refactoring the home controller to use a unified track processing approach, which suggests improving the structure and organization of the code to make it easier to maintain and less fragile.",maintainability,8,815677107.0,ddumaa/tracking_system,ddumaa/tracking_system
0ec3bb4974520b2c8f76b4b01ea233b981762273,Improve root CA alias handling,"The commit involves refactoring operations such as adding and removing class annotations and attribute modifiers, which typically aim to improve code structure and robustness, indicating an effort to enhance maintainability rather than addressing performance, duplication, or other issues.",maintainability,7,722181227.0,morihofi/certgine,morihofi/certgine
162e6a74f657c517afa645a5e4482bb2d34b73b7,Add universal battle actions and integrate with BattleController,"The commit involves extracting methods and renaming parameters to implement universal battle actions, which suggests improving the structure and clarity of the code to make it easier to maintain and extend. These refactorings typically target maintainability by reducing complexity and improving code organization.",maintainability,8,1025848178.0,Leznerr/mco2,Leznerr/mco2
8e0f55cc53e5fdb8d50be031fe115502d3b5e7d7,Replace MockBean with MockitoBean in tests,"The commit replaces a deprecated testing annotation with a newer one, which primarily improves the test code's maintainability and possibly testability by using up-to-date, supported constructs.",testability,8,999550352.0,hilemonmon/NAGOYAMESHI,hilemonmon/NAGOYAMESHI
c06b5d7ba06ced089eb63f301b24d43b97e51e32,Fix OAuth client retrieval in MicrosoftAuthService,"The commit involves extracting methods and variables to improve the structure of the code, which typically enhances maintainability by making the code less fragile and easier to modify or extend.",maintainability,8,1012090915.0,Donj63000/Codypro,Donj63000/Codypro
10c1abd2fd44af1da5a6cab2dfef017991565908,Implement role-based JWT security,"The commit focuses on adding role claims and security rules, which likely involves restructuring code to improve clarity and organization, as indicated by extract method and rename variable operations. These changes primarily enhance the readability and understandability of the security-related code.",readability,8,985266539.0,Oversighthj/Monorepo-Template-v1,Oversighthj/Monorepo-Template-v1
ed5e82a1406b2078074385dfe0a477c5c90da089,Persist Telegram tool messages,"The commit involves adding parameters and extracting variables, which are common refactoring techniques to improve code structure and clarity, thereby enhancing maintainability of the codebase.",maintainability,7,957572744.0,beothorn/telegramAIConnector,beothorn/telegramAIConnector
7c2275041c840edd77662ca1fb69cd06d7fe818a,Add ai-doc-summarizer Spring Boot project,"The commit initializes a new Spring Boot project and involves adding class annotations and moving/renaming classes, which suggests setting up or restructuring code for better maintainability rather than addressing performance, duplication, or other issues.",maintainability,7,942789425.0,SpringBoot57/gittest,SpringBoot57/gittest
f47bbd9a4b041903e4a8f721b91cbec697444488,Add JWT-based security and gateway,"The commit integrates JWT-based security and a gateway, which likely involves modifying return types to accommodate new security features and reactive programming with WebFlux. Changing return types multiple times suggests adapting the code structure for better maintainability and to support the new architecture, rather than addressing readability, duplication, or performance directly.",maintainability,7,859408860.0,CesarAugustusGroB/PriceApp,CesarAugustusGroB/PriceApp
39cce450743209de1aedd949d1902873e2d20b82,Fix attrie item consumption,"The commit involves refactoring operations such as adding parameters, extracting variables, and splitting conditionals, which are typically aimed at improving the structure and clarity of the code to make it easier to maintain and less fragile.",maintainability,8,1028186569.0,katassyn/eventPlugin,katassyn/eventPlugin
85e75daa51d9712de533d03be5c39a2248ed2a50,Add magnitude and category fields,"The commit involves refactoring by extracting helper methods and simplifying conditionals, which primarily improves the maintainability of the code by making it less fragile and easier to modify in the future.",maintainability,8,503345509.0,konturio/disaster-ninja-be,konturio/disaster-ninja-be
9ba0199b19103664caa7f4b087f825643a13f721,Add movie search services,"The commit adds new movie search services for SQL and Mongo, indicating an effort to improve or extend functionality likely to enhance maintainability by organizing search logic into services. The refactoring operations such as adding parameters and renaming methods support better maintainability rather than addressing performance, duplication, or other issues.",maintainability,8,998168326.0,accentureshark/melian,accentureshark/melian
a4be4c8bbf68884de1d6487632e05938a99d9436,Fix LazyInitialization with customer,"The commit addresses a LazyInitialization issue by eagerly fetching the customer data, which is typically done to avoid runtime errors and improve code robustness. This change improves the maintainability of the code by making it less fragile and easier to work with, rather than focusing on readability, duplication, or performance specifically.",maintainability,8,991072456.0,AlvaroSanchezGlasgow/facturador,AlvaroSanchezGlasgow/facturador
c59329cc102ed2d44780070ad44b4cb4776c13e6,Fix Mockito generics in tests and skip test compilation in Dockerfiles,"The commit addresses fixing generics in tests and skipping test compilation, which directly relates to improving the ability to test the code effectively without refactoring. The changes involve test code adjustments rather than production code performance or readability.",testability,8,990922959.0,xshift007/karting_ms,xshift007/karting_ms
5a1583989737c75454052b09832f8750f554a132,Remove auth check from lookup methods,"The commit removes authentication checks from lookup methods, which likely simplifies the code and reduces complexity, improving maintainability by making the code less fragile and easier to manage.",maintainability,8,983926073.0,anhtu2808/Metro-Backend,anhtu2808/Metro-Backend
c854a3ee3b07e14d2ad5bf8e399aaaab22e56b39,Improve Java transpiler output,"The commit focuses on improving the Java transpiler's emitter and type inference by changing variable types, which likely enhances the maintainability of the code by making it less fragile and easier to manage.",maintainability,7,985853139.0,mochilang/mochi,mochilang/mochi
