sha,normalized_type,reason,type,confidence
6ee1b20baca0a5f85b05ca4f9c118c6a341d4c1a,maintainability,"The commit refactors API sub configurations by changing type declarations to records and encapsulating attributes, which improves the structure and maintainability of the codebase by making it less fragile and easier to manage.",maintainability,8
a6e3d56de8abb2b7855321e579fadf1e524c4c18,maintainability,"The commit refactors the federation provider to use plain JDBC, involving multiple type changes, renaming, and removal of annotations, which suggests improving the maintainability and clarity of the codebase rather than addressing performance, duplication, or logical errors.",maintainability,8
6479c17b2a13d8fa3687cdd0276fa2ac922bf805,readability,"The commit primarily involves renaming methods and attributes and merging conditionals, which improves the clarity and understandability of the code, thus enhancing readability.",readability,8
004355b9eb334af996f9855a8e96c1ed2f5c1071,maintainability,"The commit focuses on refactoring by centralizing cursor validation and error construction, which improves the structure and organization of the code, making it easier to maintain and less fragile. Extracting methods multiple times indicates an effort to improve maintainability rather than addressing performance, duplication, or other issues.",maintainability,8
7e5e9f12e7f9cabfc90f447b2e4d881e1a8f9166,maintainability,"The commit involves extensive refactoring by moving classes into separate packages and changing access modifiers, which primarily improves the maintainability of the codebase by organizing it better and controlling access appropriately.",maintainability,8
bb13c49602533e70f75b943eccd2c422bc430b02,maintainability,"The commit refactors a utility class from static methods to instance fields, which improves the structure and organization of the code, making it easier to maintain and extend. This change primarily targets maintainability by reducing static usage and improving encapsulation.",maintainability,8
df644a7bdb13fc3c252856d2b539f36192281afa,maintainability,"The commit focuses on refactoring to streamline entity raycasting, involving method extraction, variable extraction, renaming, and condition simplification, which primarily improves the maintainability of the code by making it cleaner and easier to modify or extend.",maintainability,8
612a72b26275eb1503714c74228b8703d01dd75b,readability,"The commit involves extensive renaming and type changes, along with method extraction and inlining, which primarily improve the clarity and understandability of the code, indicating a focus on enhancing readability.",readability,8
c4f6bd722479a361a93ee19ee27d666277be5891,readability,"The commit focuses on renaming class variables and parameters to improve clarity and understanding of the code, which directly impacts readability. There is no indication of addressing duplication, performance, or other issues.",readability,8
90d40fe03aa21f353bc4284e2938bbb299d5ab38,readability,"The commit focuses on renaming variables and attributes and refactoring conditionals to improve code clarity and understanding, which primarily addresses readability issues.",readability,9
c9dbe0484bfa717550a79fd7f88fca2db8f4cbf1,maintainability,"The commit involves extensive refactoring such as extracting methods, classes, interfaces, and moving attributes, which primarily aims to improve the structure and organization of the code to make it easier to maintain and extend in the future. This indicates a focus on improving maintainability rather than addressing performance, duplication, or other issues.",maintainability,9
5d9dc2f5a6eddb7437cb4a1eba24ea21bed10edc,maintainability,"The commit focuses on encapsulating AST fields by making them private and providing accessors, which improves the structure and modularity of the code, thereby enhancing maintainability by reducing direct field access and potential side effects.",maintainability,9
5b4a4d6426e365de2e43ad96c014c499330aee14,maintainability,"The commit involves extensive refactoring including moving and renaming methods, changing variable types, merging classes, and extracting methods, all aimed at restructuring the code to support GUI-based settings menus. Such large-scale refactoring typically improves the maintainability of the code by organizing it better and making it easier to manage and extend.",maintainability,8
42a8b1d022d58cc20bd63994926f8c31ee006356,readability,"The commit involves extensive renaming and type changes along with method extraction and inlining, indicating a restructuring aimed at improving the clarity and understandability of the code related to snow layering. This suggests the primary motivation is to improve readability rather than fixing logic or performance issues.",readability,8
2b9832f916d29c4a24e12f8cebd40224ff86b9d0,readability,"The commit involves extensive renaming and type changes along with variable extraction, which primarily improves the clarity and understandability of the code, indicating a focus on enhancing readability.",readability,8
dae6bb151e0b4a7f89e81675980f38efc8bfbba0,readability,"The commit focuses on renaming classes, methods, variables, and adding documentation, which primarily improves the clarity and understandability of the code, enhancing readability.",readability,8
1bb503d4e61a23d71c5a6842f4df6fdb84c5af19,maintainability,"The commit centralizes and refactors a content panel into a shared component, which improves the structure and organization of the code, making it easier to maintain and modify in the future. This kind of refactoring primarily targets maintainability by reducing code fragmentation and improving modularity.",maintainability,8
b4e14f9190893e190d7d07bbb82c86ddcd3b9efd,maintainability,"The commit involves extensive refactoring including changing access modifiers, renaming, moving methods and classes, and modifying types, which primarily aims to improve the maintainability of the codebase by restructuring and clarifying the architecture without necessarily addressing performance, duplication, or testing issues directly.",maintainability,8
5159bb5541b87e3d615d2a760049c807e5d72e87,maintainability,"The commit refactors code to remove the usage of Runnable callbacks, which likely improves the maintainability of the code by simplifying callback handling and reducing complexity.",maintainability,8
f9617c9f42c5fd2d616a612d2fbea924c99d7c96,maintainability,"The commit involves changing attribute access modifiers multiple times, extracting a class, and moving attributes and methods, which are typical refactoring operations aimed at improving the structure and maintainability of the codebase rather than fixing bugs or adding features. These changes help make the code easier to maintain and evolve.",maintainability,8
0ba5fad3567c221027d903f104874a52befa0446,maintainability,"The commit involves extensive refactoring operations such as extracting methods and variables, renaming, and inverting conditions, which are typical activities aimed at improving the maintainability of the codebase by making it cleaner and easier to modify in the future.",maintainability,8
7dd3a708377488e07217d6550ca1cb5aa709a0df,maintainability,"The commit involves extracting a music controller class and moving/renaming methods, which indicates restructuring the code to improve its organization and maintainability rather than fixing bugs or improving performance.",maintainability,8
e49ada32c13f25deceeb08b0107330c8de36bce6,maintainability,"The commit focuses on refactoring error creation by introducing a JsonRpcError factory and performing multiple method extractions and variable inlining, which improves the structure and organization of the code, making it easier to maintain and less fragile.",maintainability,8
0c1e29bd21b13c2cc5dff113c48981595b0095b2,readability,"The commit focuses on renaming fields, parameters, and variables to camelCase, which improves code readability and consistency, making the code easier to understand.",readability,8
5863e4fad8d217d07fe3e97906de84e71d7cecbf,maintainability,"The commit refactors simple DTOs and properties to use records, which improves code maintainability by leveraging language features that reduce boilerplate and make the codebase easier to manage and evolve.",maintainability,8
585ecabb5b3e7cb0715401ab9eb090f0dbbb5d20,readability,"The commit focuses on adding logging and documentation (javadoc) to internal handlers, which improves the understandability and clarity of the code, thus enhancing readability.",readability,8
b19e46bdfc21a2ca3891332d16078d39e9ab9e4c,readability,"The commit involves extensive renaming of variables and parameters, changing variable types, and refactoring methods such as extracting and inlining, which suggests an effort to improve the structure and clarity of the code. These changes primarily enhance the understandability and clarity of the code, addressing issues related to readability rather than other symptoms like duplication or performance.",readability,8
97d554fb6b10c7489da59dd1752147bb4c40ca72,readability,"The commit focuses on renaming parameters and variables to improve clarity, which directly enhances the readability of the code by making it easier to understand.",readability,9
2d61f4b2774a2895f08c8575769aa665a6241552,readability,"The commit focuses on renaming parser fields to camelCase, which improves the code's readability and consistency, making it easier to understand and maintain. There is no indication of addressing duplication, performance, or other issues.",readability,8
53a18e5d91c1964e3e5e2b5160e2e4ae70c9b02e,maintainability,"The commit involves multiple refactoring operations such as renaming variables and methods, extracting and moving methods, and changing variable types, which are typical activities aimed at improving code structure and maintainability without altering functionality. These changes suggest an effort to improve the maintainability of the codebase.",maintainability,8
d4bd20f0785d811e130c1104a4595e8725e7e972,maintainability,"The commit involves extensive refactoring operations such as extracting and moving methods, renaming attributes and parameters, and changing types, which are typically done to improve the maintainability of the codebase. The translation of documentation to Korean is a separate aspect, but the refactoring indicates a focus on making the code easier to maintain and evolve.",maintainability,8
2f4b6999d6c14ddf1cf9ab335e280935c4437360,maintainability,"The commit involves extensive refactoring including moving and renaming classes and methods, changing attribute types, and splitting classes, which primarily aims to improve the maintainability of the codebase by making it more modular and easier to manage.",maintainability,8
64b059eb46ec65c51b93dff9aaedd8c6030db2b0,readability,"The commit focuses on renaming parameters to clarify their meaning, which improves the understandability of the code, directly addressing readability issues.",readability,9
e7af944dd1b8dc8baf8a152a043e52947d99d736,maintainability,"The commit involves moving multiple classes into their own packages, which is a refactoring aimed at improving the modular structure and maintainability of the codebase by better organizing micro modules. This restructuring primarily targets maintainability rather than other issues like readability or performance.",maintainability,8
4af38782fd42071869e16275375f55344f232e29,readability,"The commit focuses on renaming methods and attributes and restructuring conditionals to improve the API names and code clarity, which primarily enhances code readability and understandability.",readability,9
ee848f96f6bda282c01f6232bbf6d73f0bae24e0,readability,"The commit involves adding and modifying annotations extensively, which typically improves code clarity and understanding. These changes enhance the readability of the code by making attributes and methods more explicit and easier to comprehend.",readability,8
29c4f2cc7d1032a65cba4d9b046541bf762817b4,maintainability,"The commit focuses on refactoring by extracting interfaces and helper methods, renaming variables and parameters, and merging conditionals, which primarily improves the structure and organization of the code to enhance maintainability and reduce fragility.",maintainability,8
2b1a2eeac6e6e767dfc01ca1a1bb6a08ed8eca49,maintainability,"The commit involves refactoring the project structure by moving classes and adding annotations, which primarily improves the maintainability of the codebase by organizing code better and enhancing documentation. This does not directly address readability, duplication, or other categories but focuses on making the code easier to maintain and understand in the long term.",maintainability,8
af8f143d931c06efdce44e072adc64e452df4d5c,maintainability,"The commit involves refactoring operations such as changing access modifiers, extracting a superclass, and pulling up attributes, which are typical actions to improve the structure and maintainability of the codebase. These changes aim to make the code easier to maintain and evolve over time.",maintainability,8
a30242a323a8129091a00664ade289e4121c86d3,readability,"The commit focuses on renaming methods, parameters, and variables, as well as splitting conditionals and inverting conditions, which primarily improves the clarity and understandability of the code, enhancing readability.",readability,8
aca54db97472ca73dee3619c5468728466c2672e,maintainability,"The commit encapsulates AST structure fields by making them private and adding accessors, which improves the maintainability of the code by enforcing better encapsulation and reducing direct field access. This refactoring primarily targets maintainability rather than readability or other categories.",maintainability,8
3f4255ee3c4e7403be2fe889923441d4231e815f,maintainability,"The commit focuses on consolidating and refactoring tests related to case sensitivity, which likely improves the structure and clarity of the test code, making it easier to maintain and extend. The extensive renaming, parameter changes, and extraction suggest an effort to improve the maintainability of the test suite rather than addressing performance, duplication, or logical errors.",maintainability,8
3635a49e7ee19ebc097920f45e5f59980ffee752,readability,"The commit involves extensive renaming and type changes, which typically improve code clarity and understanding, indicating a focus on improving readability rather than fixing logic or performance issues.",readability,8
d175e32453c9201376f66ba6f72314c85a81b8be,maintainability,"The commit primarily deals with integrating upstream changes and resolving conflicts, including preserving certain customizations and maintaining module structure. This indicates efforts to keep the codebase maintainable and compatible with both upstream and fork-specific requirements, focusing on maintainability rather than other symptoms like readability or duplication.",maintainability,8
3780d6472be06f9909207fb6694bb0df48322f51,logical_mismatch,"The commit focuses on fixing entity mappings and completing the cart service, which suggests correcting incorrect or inconsistent logic in the JPA entities and service implementation to ensure proper behavior.",logical_mismatch,8
c34210fb10ac7bc2ae7bec58bb747bfd552db514,legacy_code,"The commit focuses on upgrading the system to be compatible with Solr 9.x and Java 11, fixing compilation errors and API migration issues. This indicates working on old legacy code and modernizing it to current standards and dependencies.",legacy_code,9
032cdd57718007e9ae48aeb5d39ef73e6284df3a,readability,"The commit focuses on clarifying the tenantId by changing its type to a GUID string and updating annotations accordingly, which improves code clarity and understanding, thus enhancing readability.",readability,8
6ed447141add5398a89d18b95b87f6757d644789,readability,"The commit adds schema annotations to DTO fields, which primarily improves the understandability and clarity of the code by documenting the data transfer objects. This directly enhances code readability rather than addressing duplication, performance, or other issues.",readability,8
457bac9e3767a427dad675de02b82bfd31304834,maintainability,"The commit involves extensive refactoring such as renaming, changing types, and extracting variables, which primarily improves the structure and clarity of the code, making it easier to maintain and less fragile. There is no indication of fixing logic errors, performance issues, or dependencies, so maintainability is the best fit.",maintainability,8
0cd57035619bdf34d0c46e5e5954b09f0cb641af,maintainability,"The commit modernizes the Java SDK to a newer version and updates testing frameworks, which typically involves improving the codebase to be more maintainable and up-to-date rather than fixing logic or performance issues. The refactoring operations like adding annotations and changing access modifiers suggest efforts to improve code structure and maintainability.",maintainability,8
56452e495b61283f4ab928cc47db73b51d8c1c6e,maintainability,"The commit involves extensive refactoring such as extracting classes, modifying annotations, and renaming methods to align entities with a redesigned database. These changes improve the structure and organization of the code, making it easier to maintain and evolve in the future. Therefore, the primary motivation is to improve maintainability.",maintainability,8
90ae0f14d0c376135e0e04baddb0d7c09b6e6d1f,repurpose_reuse,"The commit refactors the PageResult class to be generic, which improves the code's flexibility and reusability by allowing it to handle different types without duplication or rewriting. This primarily addresses the difficulty of repurposing or reusing existing code.",repurpose_reuse,8
5491730e8f132ded0108bf49a3d763fa362b1782,readability,"The commit simplifies the generics used in AtomicOutputFile by removing a generic parameter and changing types accordingly, which improves code clarity and reduces complexity, enhancing readability.",readability,8
c53d225f667fe9f342f3543baea40f4e7bd746d2,maintainability,"The commit replaces a deprecated annotation with a new one in unit tests, which improves the maintainability of the test code by updating it to use current, supported annotations.",maintainability,8
a72e52ae07ee8b46c1edf26dde124d55b5933fa8,readability,"The commit focuses on simplifying controller responses and refining error handling, which likely improves the clarity and understandability of the code. Changing return types extensively suggests an effort to make the API responses more consistent and readable, addressing poor readability issues.",readability,8
d0a6b9f529f34696960db08240dea5627324e467,maintainability,"The commit involves extensive refactoring such as extracting and moving methods and classes, changing attribute and variable types, and renaming parameters and attributes. These changes primarily aim to improve the structure and organization of the code, which enhances its maintainability by making it easier to modify and extend in the future.",maintainability,8
afb9c5b4b8424da115fcb00734f70048eb49c0fe,maintainability,"The commit focuses on fixing resource leaks by applying 'Try With Resources' statements, which improves the maintainability of the code by ensuring proper resource management and reducing fragility related to resource handling.",maintainability,9
70d4a62c1f0a6121d186015cf2619d961483b3c8,maintainability,"The commit involves changing attribute access modifiers and moving attributes, which typically improves the structure and organization of the code, making it easier to maintain. The addition of method annotations also suggests an effort to clarify or improve code behavior. These changes primarily target maintainability rather than other issues like readability or performance.",maintainability,8
e8b0cf256437a355f0076f57f14fa0fe745ca894,readability,"The commit focuses on renaming fields to a consistent f-prefixed PascalCase format, which primarily improves code readability by making field names more uniform and easier to understand.",readability,8
c2d3713bdb55b806b06613561b2a2593945a85c5,maintainability,"The commit involves extensive refactoring including extracting and moving methods, merging conditionals, and renaming variables and parameters, which primarily improves the structure and organization of the code to make it easier to maintain and less fragile.",maintainability,8
0656707bc1c202d411a293a6be19f5ed4461c7b2,maintainability,"The commit involves moving a large amount of code (classes, methods, attributes) from one package to another, which is typically done to improve the structure and maintainability of the codebase by organizing related code together and reducing coupling or confusion. This kind of refactoring primarily targets maintainability improvements rather than fixing logic, performance, or readability issues directly.",maintainability,8
05c89536f7a84fe73e898a33096d747631fe7826,readability,"The commit focuses on renaming variables, parameters, and attributes to use camelCase naming conventions, which primarily improves code readability and understandability.",readability,9
a96b4b4468f9273871f29763eb0c6f9cd35fad42,repurpose_reuse,"The commit introduces an adapter interface and changes parameter and variable types extensively, indicating an effort to improve the code's structure for easier reuse and repurposing of existing code components.",repurpose_reuse,8
701fc00c6392e1c6827a765abd5641fdc436ba1d,maintainability,"The commit involves extensive refactoring including changing access modifiers, extracting classes and methods, and renaming parameters, which are typical activities aimed at improving the maintainability of the codebase by making it more modular, understandable, and easier to modify in the future.",maintainability,8
952e242ab1ec7cdea3f9aed07c3a366520e96b63,maintainability,"The commit refactors the Goods management code by introducing a generic framework with base service classes and abstract methods, which improves the structure and maintainability of the codebase. This reduces code fragility and enhances maintainability without indicating issues like duplication or performance problems.",maintainability,9
0b5671c031278f334e97d57b654c6320754587d6,maintainability,"The commit involves renaming methods and variables, changing access modifiers, splitting methods, and adding exception types, which are typical refactorings aimed at improving the structure and maintainability of the code. These changes help make the codebase easier to maintain and evolve over time.",maintainability,8
aac5ab1c4c07a52ed7eb3e94294547bfb0dfb4aa,maintainability,"The commit involves migrating from JPA to MyBatis, which indicates a change in the underlying framework to improve or alter how the codebase handles ORM. This kind of migration typically addresses issues related to maintainability, such as simplifying the codebase, reducing complexity, or improving the structure for future changes. The extensive annotation changes support this interpretation as they reflect adapting the code to a new framework's requirements, which is often done to improve maintainability rather than just readability or performance.",maintainability,8
21d045ddc544c3f37a6320f7b416e3657b1658f0,readability,"The commit adds Swagger summaries and descriptions as method annotations, which primarily improves the understandability and clarity of the code by documenting controller endpoints. This directly enhances code readability for developers and users of the API.",readability,8
73a7b5b66d6183bebb5ef415c2148eb0868e59c2,readability,"The commit adds multiple attribute and class annotations, likely to improve the structure and clarity of the code, which enhances readability and understanding, especially in the context of tests and database filtering.",readability,7
f21dd48f853fe84e8b77f7aa5dd233cba77ed150,readability,"The commit focuses on renaming a large number of attributes to improve clarity, which directly enhances the readability of the code by making variable names more descriptive and understandable.",readability,9
ec89dde14542ff688db51b4b43416ed689772158,maintainability,"The commit changes the return type to use a response DTO, which typically improves the structure and clarity of the code, making it easier to maintain and evolve. This suggests the primary motivation is to improve maintainability by standardizing the data returned from appointment-related methods.",maintainability,8
ec25f52bac8be0f4ea2da4ae858231e63a202b23,readability,"The commit centralizes UI styles by introducing UIStyles constants and refactoring views, which improves the clarity and understandability of the code by making style usage consistent and easier to read. This primarily addresses readability issues.",readability,8
d3eb191143298934d978848cc241ff01235219d8,readability,"The commit involves extensive renaming and type changes along with conditional restructuring, which primarily improves code clarity and understandability, indicating a focus on enhancing readability.",readability,8
6cc4dc687b4f323836852bbb3b405a67ef0c912a,readability,"The commit focuses on renaming variables and parameters to camelCase, which improves the readability and understandability of the code by following a consistent naming convention.",readability,9
483d7fb8ef4b5a0ca33bd230f361fcb30f185f37,readability,"The commit focuses on renaming parameters in the public API to improve clarity and understanding, which directly addresses issues related to code readability.",readability,8
f0649c063e8e71c6841c62a9a9661c04b97f3acc,duplication,"The commit addresses duplicate step definitions in functional tests, which indicates the removal of duplicated code to unify the test suite and avoid redundancy.",duplication,8
3c5a0f6b4ecc3ea8f800b020dd2c7a5b29d7ddb1,maintainability,"The commit focuses on removing bridge interfaces and simplifying inheritance to resolve method clashes, which indicates improving the structure to reduce complexity and fragility, enhancing maintainability especially for compatibility with Java 21.",maintainability,8
117e69908ca5420b578549e97438631b9d744643,readability,"The commit focuses on refactoring code by renaming parameters and variables, adding method annotations, and inlining variables, all of which improve the clarity and understandability of the code without changing its behavior.",readability,9
e214bdd87a43dd2edcf7cdf5b237f2dcd60e182e,legacy_code,"The commit involves extensive refactoring to update item classes and tooltips to a modern API, which suggests modernization of old legacy code to improve compatibility and maintainability with the new API standards.",legacy_code,8
a3e54795ed8038f08f32ffaf6533dc6f3bbcc006,readability,"The commit focuses on renaming a field to clarify its meaning, which improves the code's understandability and readability without changing functionality or structure.",readability,9
a50d742d5e99ef7fd307e3a31a376c4d4b0e9caa,maintainability,"The commit adds JPA auditing annotations to entities, which improves the maintainability of the code by enabling automatic tracking of entity changes without manual intervention. This change primarily targets maintainability by making the codebase easier to manage and evolve.",maintainability,8
5259efafd4ae3fedb2e0a23df0ab6f3a03c4c508,readability,"The commit focuses on adding language selection functionality and involves extensive extraction of methods and variables, which improves the structure and clarity of the code, making it easier to read and understand.",readability,8
037fce78d2be3462962def76345f3477c9144df0,readability,"The commit focuses on renaming attributes and methods to clean up obfuscation in the Texture class, which primarily improves code clarity and understandability, thus enhancing readability.",readability,8
1699f6c41f61d41a1c9fd8f9aa0a1d9b24b1e4a8,readability,"The commit focuses on improving the documentation (javadoc) and renaming parameters to better names, which enhances the understandability and clarity of the code, thus improving readability.",readability,9
e49cead562f8ca44eb8f941062a792b5b78b99b6,maintainability,"The commit focuses on improving separation of concerns by refactoring the code to isolate connection management and data retrieval into separate classes, which enhances the maintainability of the codebase by making it less fragile and easier to manage.",maintainability,9
1b0e044464f5d016ed9f8dc9d95745031bcdb768,readability,"The commit refactors simple holder classes into Java records, which primarily improves code readability and conciseness by leveraging a modern language feature designed to reduce boilerplate and make data carriers clearer. This change enhances readability rather than addressing duplication, performance, or other issues.",readability,8
b200a252bd4e2b1984ec6649b3c0cc0f1efcd7b0,readability,"The commit focuses on adding and modifying Swagger annotations to improve API documentation, which enhances code readability and understanding for developers and users of the API.",readability,8
0dd38965d624b3dc4adb8004651124fc6143991b,testability,"The commit involves changing class and method access modifiers to fix test class visibility and make a method public, which primarily improves the ability to test the code without needing further refactoring.",testability,8
8c1fa3306aa663784d8b7f635b043a7d150829fd,maintainability,"The commit involves refactoring models, mappers, and DTOs to support UUID compatibility, which likely improves the structure and flexibility of the codebase, enhancing maintainability by making the code less fragile and easier to evolve.",maintainability,8
e4d71e1ceb92a9dc7c14285e8dc91758d140e004,readability,"The commit focuses on renaming a field to a more descriptive name, which improves the clarity and understandability of the code, directly addressing readability issues.",readability,9
4ba7934c155a1a1186cd50af094c98d9c0610c05,maintainability,"The commit introduces a ResponseBuilder utility and refactors controllers by extracting and moving methods, which typically improves the structure and modularity of the code, enhancing maintainability. The focus on refactoring and utility creation suggests the primary motivation is to improve maintainability rather than other symptoms like readability or performance.",maintainability,8
62e4c80edb07a5706fe699625af57cde182bf80d,maintainability,"The commit involves extensive renaming of attributes, methods, and parameters, as well as annotation modifications and refactoring of discount-related code and services. These changes primarily improve the structure and clarity of the codebase, making it easier to maintain and evolve. There is no indication of fixing logic errors, performance issues, or testing difficulties. Therefore, the primary motivation aligns with improving maintainability.",maintainability,8
19cdb9eb9ee4bd88cd1a91382c2213402d41e80e,testability,"The commit focuses on refactoring tests to use in-memory mocks, which typically improves the ease of testing by removing dependencies on external resources and making tests more isolated and faster. The changes such as changing variable types, inlining variables, and renaming variables support improving test structure and clarity, indicating the primary motivation is to enhance testability.",testability,8
cf5e9d8dc9ebd481b5f60650735c5504edb3f51e,maintainability,"The commit focuses on fixing the highlighting in the IDE plugin, which likely involves improving code structure and modifiers to enhance maintainability and prevent fragile code issues. The changes such as adding attribute and class modifiers suggest improving code robustness and maintainability rather than addressing performance, duplication, or logical errors.",maintainability,7
075ca39572a98c3e52d4445db9ad7ecf41456e79,maintainability,"The commit introduces an ErrorResponse interface and refactors RestException to implement it, which suggests an effort to improve the structure and modularity of error handling code. This likely enhances maintainability by making the codebase easier to manage and extend, rather than addressing performance, duplication, or logical errors directly.",maintainability,8
8d3e4827a2096fbb8140ba36beb69f5a28cf8457,maintainability,"The commit focuses on restructuring the code by moving action card handlers to a dedicated class and performing multiple refactoring operations such as changing method access modifiers, extracting a class, merging conditionals, and moving methods. These changes improve the organization and modularity of the code, which primarily enhances maintainability by making the codebase easier to manage and less fragile.",maintainability,8
ff3756c5f3cc6e4c5732d8a774ebe6245dd8dd61,maintainability,"The commit involves extensive renaming, method extraction, and refactoring to improve code structure and handling of null parameters, which primarily enhances maintainability by making the code less fragile and easier to modify in the future.",maintainability,8
863b47731797c36c461bede194464b28123b7adc,maintainability,"The commit integrates upstream changes and adds multiple variable modifiers, which likely improves the structure and robustness of the code, enhancing maintainability rather than addressing readability, duplication, or other issues.",maintainability,7
48435c48c63b1c2a17db9fa314c82456098bd324,readability,"The commit adds OpenAPI/Swagger annotations to existing endpoints, which primarily improves the readability and understandability of the code by providing clear documentation. There is no indication of changes related to duplication, performance, dependencies, or logical fixes.",readability,8
35eff485e99c597663c7425adca3d8adf0b3a035,maintainability,"The commit focuses on refactoring to improve code quality by extracting and moving methods, cleaning up code, and integrating PMD for static analysis, which primarily enhances maintainability by making the code less fragile and easier to manage.",maintainability,9
3201cc04b7bf0c32e17d72a200c5d01e7e12753d,maintainability,"The commit involves changing parameter types, localizing parameters, and moving and renaming methods, which are typical refactorings aimed at improving the structure and maintainability of the code rather than fixing logic or performance issues.",maintainability,8
d0b6f233775b49adb311b64da98b06cccd560254,maintainability,"The commit focuses on refactoring the callback processing by reorganizing methods, changing access modifiers, and extracting methods to improve the structure and clarity of the code, which primarily enhances maintainability.",maintainability,8
09f4645c86c424c642801e4b656982b3019ad4ac,maintainability,"The commit involves extensive refactoring including extracting classes, changing types, renaming, and modifying annotations, which indicates an effort to improve the structure and maintainability of the codebase rather than addressing performance, duplication, or logical errors.",maintainability,8
8b3f51329e710374dd422e5e9caaa3bfdf8d31f0,dependency,"The commit focuses on fixing a websocket compilation issue, which likely involves resolving unwanted or problematic dependencies related to the websocket module. The extensive type and naming changes suggest adjustments to interface or integration points to fix dependency-related problems.",dependency,8
3b170ddd3d7d7d69be4b26cc37ea33408b3e49fa,maintainability,"The commit involves replacing one controller with another and includes multiple refactorings such as renaming, moving methods and attributes, and modifying annotations. These changes suggest an effort to improve the structure and organization of the code, likely to enhance maintainability rather than addressing performance, duplication, or logical errors.",maintainability,8
1854fbeb0e67b14f126f82521c6d76c77955926f,maintainability,"The commit involves extensive refactoring such as encapsulating attributes, extracting and moving methods and classes, and changing access modifiers, which primarily improves the structure and organization of the code to make it easier to maintain and evolve.",maintainability,8
b16a9853736b22f419b818fd9dcbdc83dd14c016,maintainability,"The commit involves changing parameter and variable types multiple times, which typically aims to improve the code structure and make it easier to maintain. This kind of refactoring usually targets maintainability by clarifying data types and improving code robustness.",maintainability,8
c973237a0dccd7b280c65d1149496bac20208255,maintainability,"The commit introduces configurable rotation mappings and includes tests, along with multiple refactorings such as method and class access modifier changes, method moves, and class extraction. These changes suggest an effort to improve the structure and organization of the code to make it easier to maintain and extend, indicating a focus on improving maintainability.",maintainability,8
516827b1a5d34b0653947b1eb42a9d6a3f2454f5,maintainability,"The commit addresses compiler warnings caused by deprecated method calls, which typically relate to improving code maintainability by updating outdated or fragile code constructs to more current and stable ones.",maintainability,8
21b5a95daabd7af59be547b926a66fac6f42b13b,maintainability,"The commit involves migrating preferences storage to JPA and includes adding annotations and modifiers, which suggests improving the structure and maintainability of the codebase by modernizing how data is stored and accessed.",maintainability,8
79a7a4b66abeb784870d21c65ccd10bf6f066cf0,logical_mismatch,"The commit focuses on fixing the Java transpiler specifically for struct field assignments, which likely involves correcting the logic to handle these assignments properly. The changes in attribute, parameter, return, and variable types, along with extracting a class and localizing parameters, suggest addressing incorrect or inconsistent logic that caused wrong behavior in the transpiler.",logical_mismatch,8
542ffe8982911d1678430b530ca851ba6e241519,legacy_code,"The commit focuses on modernizing the build and code by updating exception handling, variable types, and using modern language features like diamond operators and try-with-resources, which improves the codebase by removing outdated constructs and enhancing code quality. This aligns with working on old legacy code that needs modernization.",legacy_code,8
778995f25ac3173b88bb32d4f2835e7215affc32,maintainability,"The commit introduces a new coordinator service and performs extensive refactoring including extracting classes, renaming variables, and changing types, which improves the structure and organization of the code, making it easier to maintain and less fragile.",maintainability,8
06fc21660a7517389e353436f07df099d3fbb19f,readability,"The commit adds Swagger annotations to the code, which primarily improves the readability and understandability of the API documentation. This helps developers and users better comprehend the code's purpose and usage, addressing readability issues.",readability,8
94c9b828a58f6b898d7618ebe65538a3d5a6f967,maintainability,"The commit involves splitting client code from server-safe API by extracting interfaces, moving classes, and adding annotations, which primarily improves the maintainability of the codebase by modularizing and separating concerns.",maintainability,8
b6b6d911db6e5552dcf282e05b15f3b571158f19,maintainability,"The commit involves updating the codebase to use a newer networking API, which likely involves refactoring to improve maintainability and adapt to new interfaces. The changes such as changing parameter and variable types and extracting methods suggest efforts to make the codebase more maintainable and compatible with the new API rather than addressing readability, duplication, or performance issues.",maintainability,8
ac5a7a1e8ccc4b980a894ba64b4c9e294b69d42d,maintainability,"The commit focuses on updating logger aspects related to renamed services, specifically fixing service logger pointcuts by modifying method annotations multiple times. This suggests the changes are aimed at improving the maintainability of the logging code to correctly reflect service changes and avoid fragile or broken logging behavior.",maintainability,8
fb8524e407afde7f69df85b315a8161ae2adadfe,maintainability,"The commit involves moving classes and source folders and adding method annotations, which are typical refactoring activities aimed at improving the structure and organization of the codebase to enhance maintainability. There is no indication of fixing logic errors, performance issues, or duplication, but rather restructuring to make the code easier to maintain and evolve.",maintainability,8
423eef9218131475929e9449b50f77889de6ba8a,maintainability,"The commit involves adding and modifying annotations, changing attribute and parameter types, moving methods, and renaming methods, which suggests restructuring the code to improve its structure and maintainability rather than addressing performance, duplication, or logical errors. These changes typically aim to make the codebase easier to maintain and evolve.",maintainability,8
6487f688fd18419bd9290306c28e87a91b4c3d26,testability,"The commit focuses on fixing strict stubbing issues in tests by using lenient mode and involves refactoring operations such as moving code and extracting variables, which improve the test code structure and ease of testing without changing functionality. This indicates the primary motivation is to improve testability.",testability,8
529e8e384b4bc2b7039724eb115a8bb7fb158d87,readability,"The commit adds an authenticated user resolver and involves multiple parameter and annotation modifications, which likely improve the structure and clarity of the code, enhancing its readability and understandability rather than addressing performance, duplication, or legacy issues.",readability,7
